industry,industry_rank,anchor_store_rank,entity_path,business_date,enterprise_id,enterprise_name,store_id,region_name,store_name,bill_id,bill_status_name,bill_payment_status,system_arranged_count,load_arranged_count,bill_amount
商超,3,2,J市嘉木商超门店,2026-05-25,enterprise_ref_184656,合成运营主体_184656,store_ref_624828,J市,J市嘉木商超门店,bill_ref_658194,待同步,10,0,0,6514.7706
商超,3,3,X市远岚商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_260139,X市,X市远岚商超门店,bill_ref_581709,已开票,10,430,0,66607.644
商超,3,3,X市远岚商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_260139,X市,X市远岚商超门店,bill_ref_414022,已开票,10,0,0,2894.2982
商超,3,3,X市远岚商超门店,2026-05-25,enterprise_ref_184656,合成运营主体_184656,store_ref_260139,X市,X市远岚商超门店,bill_ref_898096,待同步,10,205,0,32115.88
商超,3,3,X市远岚商超门店,2026-05-25,enterprise_ref_184656,合成运营主体_184656,store_ref_260139,X市,X市远岚商超门店,bill_ref_641784,待同步,10,0,0,1093.9306
商超,3,4,Y市白鹭商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_652606,Y市,Y市白鹭商超门店,bill_ref_044013,已开票,10,849,0,128336.1292
商超,3,4,Y市白鹭商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_652606,Y市,Y市白鹭商超门店,bill_ref_192024,已开票,10,0,0,9401.7124
商超,3,4,Y市白鹭商超门店,2026-05-25,enterprise_ref_184656,合成运营主体_184656,store_ref_652606,Y市,Y市白鹭商超门店,bill_ref_001829,待同步,10,391,0,64260.9948
商超,3,4,Y市白鹭商超门店,2026-05-25,enterprise_ref_184656,合成运营主体_184656,store_ref_652606,Y市,Y市白鹭商超门店,bill_ref_688668,待同步,10,0,0,3915.534
商超,3,5,Z市枫林商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_701684,Z市,Z市枫林商超门店,bill_ref_362658,已开票,10,755,0,118809.8562
商超,3,5,Z市枫林商超门店,2026-05-10,enterprise_ref_184656,合成运营主体_184656,store_ref_701684,Z市,Z市枫林商超门店,bill_ref_097308,已开票,10,0,0,9371.8416
商超,3,5,Z市枫林商超门店,2026-05-25,enterprise_ref_184656,合成运营主体_184656,store_ref_701684,Z市,Z市枫林商超门店,bill_ref_191219,待同步,10,353,0,61588.4168
商超,3,5,Z市枫林商超门店,2026-05-25,enterprise_ref_184656,合成运营主体_184656,store_ref_701684,Z市,Z市枫林商超门店,bill_ref_300579,待同步,10,0,0,3871.332
中餐,4,1,L市川野中餐店,2026-05-01,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_427621,已确认,30,3,0,491.7
中餐,4,1,L市川野中餐店,2026-05-02,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_711151,已确认,30,2,0,344.19
中餐,4,1,L市川野中餐店,2026-05-03,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_163679,已确认,30,1,0,196.68
中餐,4,1,L市川野中餐店,2026-05-04,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_854638,已确认,30,2,0,491.7
中餐,4,1,L市川野中餐店,2026-05-05,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_632950,已确认,30,3,0,403.2
中餐,4,1,L市川野中餐店,2026-05-06,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_050838,已确认,30,3,0,442.53
中餐,4,1,L市川野中餐店,2026-05-07,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_228455,已确认,30,3,0,383.52
中餐,4,1,L市川野中餐店,2026-05-08,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_133695,已确认,30,0,0,29.51
中餐,4,1,L市川野中餐店,2026-05-09,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_632036,已确认,30,1,0,120.91
中餐,4,1,L市川野中餐店,2026-05-10,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_408761,已确认,30,4,0,432.69
中餐,4,1,L市川野中餐店,2026-05-12,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_990090,已确认,30,3,0,275.35
中餐,4,1,L市川野中餐店,2026-05-13,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_269953,已确认,30,2,0,265.52
中餐,4,1,L市川野中餐店,2026-05-14,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_714750,已确认,30,4,0,452.35
中餐,4,1,L市川野中餐店,2026-05-15,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_930166,已确认,30,2,0,255.69
中餐,4,1,L市川野中餐店,2026-05-16,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_361321,已确认,30,4,0,649.04
中餐,4,1,L市川野中餐店,2026-05-17,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_652876,已确认,30,5,0,719.18
中餐,4,1,L市川野中餐店,2026-05-18,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_879765,已确认,30,3,0,334.36
中餐,4,1,L市川野中餐店,2026-05-19,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_602680,已确认,30,3,0,384.82
中餐,4,1,L市川野中餐店,2026-05-20,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_278007,已确认,30,3,0,324.51
中餐,4,1,L市川野中餐店,2026-05-21,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_581171,已确认,30,5,0,660.17
中餐,4,1,L市川野中餐店,2026-05-22,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_859734,已确认,30,6,0,668.71
中餐,4,1,L市川野中餐店,2026-05-23,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_270523,已确认,30,2,0,295.02
中餐,4,1,L市川野中餐店,2026-05-24,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_693694,已确认,30,6,0,983.39
中餐,4,1,L市川野中餐店,2026-05-25,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_163671,已确认,30,4,0,542.17
中餐,4,1,L市川野中餐店,2026-05-26,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_666963,已确认,30,4,0,639.2
中餐,4,1,L市川野中餐店,2026-05-27,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_814156,待确认,10,1,0,167.18
中餐,4,1,L市川野中餐店,2026-05-28,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_936994,待确认,10,1,0,167.18
中餐,4,1,L市川野中餐店,2026-05-29,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_966106,待确认,10,5,0,845.72
中餐,4,1,L市川野中餐店,2026-05-30,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_951980,待确认,10,6,0,953.9
中餐,4,1,L市川野中餐店,2026-05-31,enterprise_ref_634361,合成运营主体_634361,store_ref_067256,L市,L市川野中餐店,bill_ref_385024,待同步,10,6,0,944.06
中餐,4,2,M市澄湾中餐店,2026-05-01,enterprise_ref_634361,合成运营主体_634361,store_ref_620145,M市,M市澄湾中餐店,bill_ref_878944,已开票,30,2,0,272.02
中餐,4,2,M市澄湾中餐店,2026-05-02,enterprise_ref_634361,合成运营主体_634361,store_ref_620145,M市,M市澄湾中餐店,bill_ref_297869,已开票,30,3,0,408.03
中餐,4,2,M市澄湾中餐店,2026-05-03,enterprise_ref_634361,合成运营主体_634361,store_ref_620145,M市,M市澄湾中餐店,bill_ref_265081,已开票,30,3,0,408.03
中餐,4,2,M市澄湾中餐店,2026-05-04,enterprise_ref_634361,合成运营主体_634361,store_ref_620145,M市,M市澄湾中餐店,bill_ref_007649,已开票,30,3,0,408.03
中餐,4,2,M市澄湾中餐店,2026-05-05,enterprise_ref_634361,合成运营主体_634361,store_ref_620145,M市,M市澄湾中餐店,bill_ref_163497,已开票,30,3,0,544.04
中餐,4,2,M市澄湾中餐店,2026-05-06,enterprise_ref_634361,合成运营主体_634361,store_ref_620145,M市,M市澄湾中餐店,bill_ref_326391,已开票,30,1,0,68
中餐,4,2,M市澄湾中餐店,2026-05-10,enterprise_ref_634361,合成运营主体_634361,store_ref_620145,M市,M市澄湾中餐店,bill_ref_916548,已开票,30,1,0,68
中餐,4,2,M市澄湾中餐店,2026-05-15,enterprise_ref_634361,合成运营主体_634361,store_ref_620145,M市,M市澄湾中餐店,bill_ref_901952,已开票,30,1,0,68
中餐,4,2,M市澄湾中餐店,2026-05-16,enterprise_ref_634361,合成运营主体_634361,store_ref_620145,M市,M市澄湾中餐店,bill_ref_052070,已开票,30,2,0,272.02
中餐,4,2,M市澄湾中餐店,2026-05-17,enterprise_ref_634361,合成运营主体_634361,store_ref_620145,M市,M市澄湾中餐店,bill_ref_891423,已开票,30,3,0,340.02
中餐,4,2,M市澄湾中餐店,2026-05-22,enterprise_ref_634361,合成运营主体_634361,store_ref_620145,M市,M市澄湾中餐店,bill_ref_552000,已开票,30,1,0,68
中餐,4,2,M市澄湾中餐店,2026-05-23,enterprise_ref_634361,合成运营主体_634361,store_ref_620145,M市,M市澄湾中餐店,bill_ref_638697,已开票,30,4,0,544.04
中餐,4,2,M市澄湾中餐店,2026-05-24,enterprise_ref_634361,合成运营主体_634361,store_ref_620145,M市,M市澄湾中餐店,bill_ref_991406,已开票,30,4,0,476.03
中餐,4,2,M市澄湾中餐店,2026-05-29,enterprise_ref_634361,合成运营主体_634361,store_ref_620145,M市,M市澄湾中餐店,bill_ref_046878,待确认,10,1,0,68
中餐,4,2,M市澄湾中餐店,2026-05-30,enterprise_ref_634361,合成运营主体_634361,store_ref_620145,M市,M市澄湾中餐店,bill_ref_076862,待确认,10,4,0,544.04
中餐,4,2,M市澄湾中餐店,2026-05-31,enterprise_ref_634361,合成运营主体_634361,store_ref_620145,M市,M市澄湾中餐店,bill_ref_991503,待同步,10,4,0,476.03
中餐,4,3,N市安和中餐店,2026-05-01,enterprise_ref_634361,合成运营主体_634361,store_ref_139821,N市,N市安和中餐店,bill_ref_431977,已开票,30,2,0,118
中餐,4,3,N市安和中餐店,2026-05-02,enterprise_ref_634361,合成运营主体_634361,store_ref_139821,N市,N市安和中餐店,bill_ref_324462,已开票,30,3,0,177
中餐,4,3,N市安和中餐店,2026-05-03,enterprise_ref_634361,合成运营主体_634361,store_ref_139821,N市,N市安和中餐店,bill_ref_354886,已开票,30,2,0,118
中餐,4,3,N市安和中餐店,2026-05-04,enterprise_ref_634361,合成运营主体_634361,store_ref_139821,N市,N市安和中餐店,bill_ref_382884,已开票,30,2,0,118
中餐,4,3,N市安和中餐店,2026-05-05,enterprise_ref_634361,合成运营主体_634361,store_ref_139821,N市,N市安和中餐店,bill_ref_734730,已开票,30,1,0,59
中餐,4,3,N市安和中餐店,2026-05-10,enterprise_ref_634361,合成运营主体_634361,store_ref_139821,N市,N市安和中餐店,bill_ref_177862,已开票,30,1,0,59
中餐,4,3,N市安和中餐店,2026-05-16,enterprise_ref_634361,合成运营主体_634361,store_ref_139821,N市,N市安和中餐店,bill_ref_112988,已确认,30,2,0,118
中餐,4,3,N市安和中餐店,2026-05-23,enterprise_ref_634361,合成运营主体_634361,store_ref_139821,N市,N市安和中餐店,bill_ref_091778,已确认,30,2,0,118
中餐,4,3,N市安和中餐店,2026-05-24,enterprise_ref_634361,合成运营主体_634361,store_ref_139821,N市,N市安和中餐店,bill_ref_938728,待确认,10,1,0,59
中餐,4,3,N市安和中餐店,2026-05-30,enterprise_ref_634361,合成运营主体_634361,store_ref_139821,N市,N市安和中餐店,bill_ref_814676,待确认,10,2,0,118
中餐,4,3,N市安和中餐店,2026-05-31,enterprise_ref_634361,合成运营主体_634361,store_ref_139821,N市,N市安和中餐店,bill_ref_669553,待同步,10,2,0,108.17
中餐,4,4,O市望舒中餐店,2026-05-01,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_594711,已开票,30,3,0,438.03
中餐,4,4,O市望舒中餐店,2026-05-02,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_321515,已开票,30,3,0,438.03
中餐,4,4,O市望舒中餐店,2026-05-03,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_128457,已开票,30,3,0,438.03
中餐,4,4,O市望舒中餐店,2026-05-04,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_961068,已开票,30,3,0,438.03
中餐,4,4,O市望舒中餐店,2026-05-05,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_646398,已开票,30,3,0,282.01
中餐,4,4,O市望舒中餐店,2026-05-06,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_931273,已开票,30,1,0,136.01
中餐,4,4,O市望舒中餐店,2026-05-07,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_529083,已开票,30,1,0,136.01
中餐,4,4,O市望舒中餐店,2026-05-08,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_385757,已开票,30,1,0,136.01
中餐,4,4,O市望舒中餐店,2026-05-09,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_182901,已开票,30,1,0,136.01
中餐,4,4,O市望舒中餐店,2026-05-10,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_142155,已开票,30,1,0,136.01
中餐,4,4,O市望舒中餐店,2026-05-11,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_230437,已开票,30,1,0,146.01
中餐,4,4,O市望舒中餐店,2026-05-12,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_989008,已开票,30,0,0,136.01
中餐,4,4,O市望舒中餐店,2026-05-13,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_667008,已开票,30,0,0,282.02
中餐,4,4,O市望舒中餐店,2026-05-14,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_873708,已开票,30,0,0,282.02
中餐,4,4,O市望舒中餐店,2026-05-15,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_611515,已开票,30,1,0,136.01
中餐,4,4,O市望舒中餐店,2026-05-16,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_222612,已开票,30,1,0,136.01
中餐,4,4,O市望舒中餐店,2026-05-17,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_179295,已开票,30,1,0,146.01
中餐,4,4,O市望舒中餐店,2026-05-18,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_740050,已开票,30,1,0,146.01
中餐,4,4,O市望舒中餐店,2026-05-19,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_948690,已开票,30,1,0,146.01
中餐,4,4,O市望舒中餐店,2026-05-20,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_364891,已开票,30,1,0,6.4
中餐,4,4,O市望舒中餐店,2026-05-21,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_463335,已开票,30,1,0,146.01
中餐,4,4,O市望舒中餐店,2026-05-22,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_610503,已开票,30,2,0,144.01
中餐,4,4,O市望舒中餐店,2026-05-23,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_081500,已开票,30,1,0,136.01
中餐,4,4,O市望舒中餐店,2026-05-24,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_993585,已开票,30,1,0,136.01
中餐,4,4,O市望舒中餐店,2026-05-25,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_906045,已退回,10,0,0,138.01
中餐,4,4,O市望舒中餐店,2026-05-26,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_932524,已开票,30,1,0,146.01
中餐,4,4,O市望舒中餐店,2026-05-29,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_662510,待开票,30,1,0,146.01
中餐,4,4,O市望舒中餐店,2026-05-31,enterprise_ref_634361,合成运营主体_634361,store_ref_556697,O市,O市望舒中餐店,bill_ref_120831,待同步,10,1,0,146.01
中餐,4,5,P市启明中餐店,2026-05-01,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_254857,已确认,30,3,0,416.43
中餐,4,5,P市启明中餐店,2026-05-02,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_864734,已确认,30,4,0,552.44
中餐,4,5,P市启明中餐店,2026-05-03,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_517472,已确认,30,5,0,775.65
中餐,4,5,P市启明中餐店,2026-05-04,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_420135,已确认,30,3,0,321.22
中餐,4,5,P市启明中餐店,2026-05-05,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_231030,已确认,30,2,0,280.42
中餐,4,5,P市启明中餐店,2026-05-06,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_140272,已确认,30,1,0,144.41
中餐,4,5,P市启明中餐店,2026-05-07,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_038482,已确认,30,1,0,144.41
中餐,4,5,P市启明中餐店,2026-05-08,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_008810,已确认,30,1,0,144.41
中餐,4,5,P市启明中餐店,2026-05-09,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_571074,已确认,30,1,0,144.41
中餐,4,5,P市启明中餐店,2026-05-10,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_372014,已确认,30,2,0,301.09
中餐,4,5,P市启明中餐店,2026-05-12,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_361825,已确认,30,1,0,144.41
中餐,4,5,P市启明中餐店,2026-05-13,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_479039,已确认,30,1,0,144.41
中餐,4,5,P市启明中餐店,2026-05-14,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_516386,已确认,30,1,0,144.41
中餐,4,5,P市启明中餐店,2026-05-15,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_553786,已确认,30,1,0,144.41
中餐,4,5,P市启明中餐店,2026-05-16,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_011150,已确认,30,2,0,242.75
中餐,4,5,P市启明中餐店,2026-05-17,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_001878,已确认,30,2,0,242.75
中餐,4,5,P市启明中餐店,2026-05-18,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_783844,已确认,30,1,0,144.41
中餐,4,5,P市启明中餐店,2026-05-20,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_157478,已确认,30,1,0,144.41
中餐,4,5,P市启明中餐店,2026-05-21,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_376660,已确认,30,1,0,144.41
中餐,4,5,P市启明中餐店,2026-05-22,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_532953,已确认,30,1,0,144.41
中餐,4,5,P市启明中餐店,2026-05-23,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_260255,已确认,30,1,0,144.41
中餐,4,5,P市启明中餐店,2026-05-24,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_929935,已确认,30,1,0,144.41
中餐,4,5,P市启明中餐店,2026-05-27,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_652610,已确认,30,1,0,144.41
中餐,4,5,P市启明中餐店,2026-05-28,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_217365,已确认,30,1,0,144.41
中餐,4,5,P市启明中餐店,2026-05-29,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_447251,已确认,30,1,0,144.41
中餐,4,5,P市启明中餐店,2026-05-30,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_287977,待确认,10,1,0,144.41
中餐,4,5,P市启明中餐店,2026-05-31,enterprise_ref_634361,合成运营主体_634361,store_ref_844491,P市,P市启明中餐店,bill_ref_527384,待同步,10,1,0,144.41
茶饮,6,1,T市春浦茶饮店,2026-05-01,enterprise_ref_224623,合成运营主体_224623,store_ref_832636,T市,T市春浦茶饮店,bill_ref_336339,待同步,10,70,0,12069.946624
