industry,industry_rank,anchor_store_rank,entity_path,business_date,enterprise_id,enterprise_name,store_id,region_name,store_name,task_id,job_id,headcount,total_headcount,original_headcount,required_health_card,demand_count,attendance_count,headcount_gap,shortage_group_count
火锅,1,1,A市星桥火锅店,2026-05-10,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_738812,job_ref_054021,2,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-11,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_193202,job_ref_054021,2,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-12,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_257136,job_ref_054021,2,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-13,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_051639,job_ref_054021,2,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-14,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_689612,job_ref_054021,2,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-15,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_284033,job_ref_054021,2,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-16,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_167932,job_ref_054021,2,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-17,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_923115,job_ref_054021,2,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-18,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_179123,job_ref_054021,2,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-19,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_266803,job_ref_054021,2,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-20,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_797970,job_ref_054021,2,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-21,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_210328,job_ref_054021,2,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-22,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_376773,job_ref_054021,2,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-23,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_627066,job_ref_054021,2,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-24,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_909648,job_ref_054021,2,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-25,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_730095,job_ref_054021,2,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-26,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_310649,job_ref_054021,2,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-27,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_144796,job_ref_054021,0,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-27,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_676935,job_ref_054021,1,1,1,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-28,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_493639,job_ref_054021,0,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-28,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_364202,job_ref_054021,1,1,1,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-29,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_098234,job_ref_054021,0,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-29,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_726711,job_ref_054021,1,1,1,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-30,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_619192,job_ref_054021,0,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-30,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_743612,job_ref_054021,1,1,1,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-31,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_787002,job_ref_054021,0,2,2,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-31,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_612732,job_ref_054021,0,1,1,否,0,0,0,0
火锅,1,1,A市星桥火锅店,2026-05-31,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,task_ref_767608,job_ref_054021,2,2,2,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-01,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_650648,1,1,1,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-01,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_650648,0,1,1,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-02,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_650648,1,1,1,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-03,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_650648,1,1,1,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-04,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_650648,1,1,1,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-05,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_650648,1,1,1,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-09,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_650648,1,1,1,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-10,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_650648,1,1,1,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-15,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_650648,0,1,1,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-15,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_650648,1,1,1,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-16,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_650648,1,1,1,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-17,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_650648,1,1,1,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-22,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_650648,1,1,1,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-23,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_667213,1,1,1,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-23,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_650648,1,1,1,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-24,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_667213,1,1,1,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-29,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_650648,1,1,1,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-30,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_650648,1,1,1,否,0,0,0,0
火锅,1,3,C市云栖火锅店,2026-05-31,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,,job_ref_650648,1,1,1,否,0,0,0,0
火锅,1,4,D市锦澜火锅店,2026-05-10,enterprise_ref_052074,合成运营主体_052074,store_ref_322392,D市,D市锦澜火锅店,,job_ref_401439,0,2,1,否,0,0,0,0
火锅,1,4,D市锦澜火锅店,2026-05-10,enterprise_ref_052074,合成运营主体_052074,store_ref_322392,D市,D市锦澜火锅店,,job_ref_401439,1,1,1,否,0,0,0,0
火锅,1,4,D市锦澜火锅店,2026-05-23,enterprise_ref_052074,合成运营主体_052074,store_ref_322392,D市,D市锦澜火锅店,,job_ref_359709,1,1,1,否,0,0,0,0
火锅,1,4,D市锦澜火锅店,2026-05-24,enterprise_ref_052074,合成运营主体_052074,store_ref_322392,D市,D市锦澜火锅店,,job_ref_359709,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-01,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_582349,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-01,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_123035,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-01,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_561440,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-01,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_783282,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-01,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_045900,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-01,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_246695,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-01,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_941258,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-01,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_996462,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-01,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_518557,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-01,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_213769,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-02,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_120960,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-02,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_402866,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-02,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_619192,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-02,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_868679,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-02,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_692759,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-02,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_275234,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-02,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_441118,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-02,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_244854,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-02,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_249357,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-02,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_678193,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-03,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_511631,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-03,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_012395,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-03,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_352961,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-03,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_467266,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-03,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_141088,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-03,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_801877,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-03,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_379904,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-03,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_810660,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-03,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_300245,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-03,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_943241,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-04,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_125751,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-04,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_949834,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-04,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_674620,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-04,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_794929,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-04,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_613107,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-04,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_706946,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-04,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_670371,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-04,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_131484,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-04,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_099602,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-04,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_828793,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-05,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_299216,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-05,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_536697,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-05,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_340703,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-05,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_634635,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-05,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_808120,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-05,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_476379,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-05,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_332166,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-05,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_949343,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-05,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_919960,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-05,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_729751,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-06,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_487024,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-06,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_935395,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-06,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_233765,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-06,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_837571,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-06,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_530027,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-06,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_491694,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-06,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_495196,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-06,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_807484,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-06,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_972790,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-06,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_133481,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-07,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_609524,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-07,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_675784,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-07,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_258187,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-07,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_362007,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-07,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_097995,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-07,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_472517,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-07,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_347818,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-07,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_659898,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-07,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_340433,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-07,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_858604,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-08,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_694313,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-08,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_015811,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-08,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_583642,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-08,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_426288,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-08,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_263410,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-08,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_816732,job_ref_839338,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-09,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_276608,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-09,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_601047,job_ref_187629,1,1,1,否,0,0,0,0
西餐,2,1,F市北辰西餐店,2026-05-09,enterprise_ref_113193,合成运营主体_113193,store_ref_185285,F市,F市北辰西餐店,task_ref_808774,job_ref_187629,1,1,1,否,0,0,0,0
