industry,industry_rank,anchor_store_rank,entity_path,enterprise_id,enterprise_name,store_id,region_name,store_name,worker_id,worker_name,worker_gender,worker_age,worker_education,worker_has_health_card,attendance_rows,attended_rows,absent_rows,first_business_date,last_business_date,is_ent_black,is_dept_black,is_white,block_dept_num,remove_black_dept_num
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_719755,worker_514339,男,59.0,初中及以下,是,62,62,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_724909,worker_791099,女,18.0,中专/技校,是,31,31,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_370557,worker_337161,女,51.0,初中及以下,是,41,41,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_368314,worker_268103,男,46.0,高中,是,31,31,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_879180,worker_031452,女,18.0,中专/技校,是,13,13,0,2026-05-01,2026-05-09,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_629882,worker_297438,女,21.0,中专/技校,是,45,44,1,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_544621,worker_683928,男,17.0,高中,是,21,21,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_475120,worker_666798,女,50.0,初中及以下,是,29,29,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_034547,worker_724240,男,22.0,中专/技校,是,52,52,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_491730,worker_524131,女,58.0,初中及以下,是,37,29,8,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_698513,worker_642053,女,23.0,本科,是,34,33,1,2026-05-01,2026-05-27,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_158312,worker_410520,男,22.0,初中及以下,是,46,46,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_448242,worker_476701,女,19.0,中专/技校,是,6,5,1,2026-05-04,2026-05-09,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_171411,worker_940604,男,18.0,初中及以下,是,53,53,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_731761,worker_369383,女,21.0,大专,是,46,46,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_025637,worker_347423,女,21.0,高中,是,52,52,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_202423,worker_045664,女,18.0,高中,是,8,8,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_370782,worker_314499,男,17.0,中专/技校,是,10,10,0,2026-05-01,2026-05-05,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_504414,worker_316374,女,16.0,初中及以下,是,48,44,4,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_750236,worker_811873,男,21.0,大专,是,49,49,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_803489,worker_176143,女,17.0,高中,是,17,17,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_772872,worker_854978,女,42.0,初中及以下,是,20,20,0,2026-05-01,2026-05-24,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_737011,worker_642393,女,53.0,大专,是,2,2,0,2026-05-01,2026-05-01,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_106982,worker_928404,男,19.0,本科,是,10,9,1,2026-05-01,2026-05-05,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_757774,worker_153610,男,18.0,中专/技校,是,18,18,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_937529,worker_521781,男,19.0,初中及以下,是,46,46,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_218223,worker_378526,男,23.0,高中,是,54,54,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_453365,worker_525480,男,18.0,初中及以下,是,36,25,11,2026-05-01,2026-05-29,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_191666,worker_333331,女,20.0,大专,是,6,4,2,2026-05-06,2026-05-08,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_793320,worker_518570,女,24.0,大专,是,11,10,1,2026-05-22,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_481121,worker_962851,男,25.0,高中,是,14,10,4,2026-05-23,2026-05-31,False,,False,0,0
火锅,1,1,A市星桥火锅店,enterprise_ref_434012,合成运营主体_434012,store_ref_127991,A市,A市星桥火锅店,worker_ref_349884,worker_565356,男,19.0,高中,是,4,4,0,2026-05-26,2026-05-27,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_044977,worker_444407,女,20.0,大专,是,5,5,0,2026-05-01,2026-05-05,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_681943,worker_702968,女,20.0,大专,是,11,7,4,2026-05-01,2026-05-17,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_642954,worker_338978,女,50.0,高中,是,31,31,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_675743,worker_785795,女,23.0,本科,是,9,9,0,2026-05-03,2026-05-31,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_179876,worker_726478,女,49.0,初中及以下,是,22,22,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_770710,worker_102049,女,21.0,大专,是,5,5,0,2026-05-01,2026-05-05,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_065178,worker_375402,男,17.0,高中,是,16,13,3,2026-05-01,2026-05-16,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_079089,worker_400552,女,20.0,本科,是,3,3,0,2026-05-02,2026-05-04,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_804273,worker_125174,女,19.0,大专,是,8,4,4,2026-05-01,2026-05-08,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_982888,worker_921731,男,16.0,初中及以下,是,2,2,0,2026-05-03,2026-05-04,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_783055,worker_287504,男,17.0,高中,是,5,5,0,2026-05-01,2026-05-30,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_247923,worker_124035,男,16.0,初中及以下,是,26,26,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_691608,worker_997059,男,17.0,初中及以下,是,15,15,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_976886,worker_072669,女,22.0,中专/技校,是,1,1,0,2026-05-01,2026-05-01,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_141557,worker_664392,女,17.0,初中及以下,是,23,23,0,2026-05-01,2026-05-28,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_872276,worker_788470,女,16.0,初中及以下,是,1,1,0,2026-05-01,2026-05-01,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_881907,worker_353177,男,17.0,高中,是,24,24,0,2026-05-01,2026-05-30,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_834185,worker_967034,男,17.0,中专/技校,是,28,27,1,2026-05-01,2026-05-29,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_503400,worker_537196,男,17.0,高中,是,21,21,0,2026-05-01,2026-05-26,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_822760,worker_706093,女,49.0,初中及以下,是,9,9,0,2026-05-23,2026-05-31,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_834422,worker_965454,女,55.0,初中及以下,是,31,31,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_673614,worker_674606,男,17.0,高中,是,25,25,0,2026-05-01,2026-05-28,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_821960,worker_961028,女,43.0,初中及以下,是,24,24,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_785607,worker_138581,男,18.0,中专/技校,是,10,10,0,2026-05-01,2026-05-12,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_742177,worker_525391,男,16.0,高中,是,1,1,0,2026-05-01,2026-05-01,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_723230,worker_810665,男,18.0,高中,是,18,18,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_162646,worker_163510,男,20.0,中专/技校,是,6,6,0,2026-05-01,2026-05-06,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_092867,worker_569239,女,21.0,大专,是,4,4,0,2026-05-02,2026-05-05,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_821239,worker_541109,男,22.0,大专,是,12,12,0,2026-05-17,2026-05-31,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_942150,worker_312243,女,17.0,初中及以下,是,1,1,0,2026-05-11,2026-05-11,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_063880,worker_165410,男,17.0,中专/技校,是,1,1,0,2026-05-14,2026-05-14,False,,False,0,0
火锅,1,2,B市青禾火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_284829,B市,B市青禾火锅店,worker_ref_578033,worker_199075,男,41.0,高中,是,8,8,0,2026-05-20,2026-05-31,False,,False,0,0
火锅,1,3,C市云栖火锅店,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,worker_ref_213915,worker_339893,女,24.0,本科,是,2,1,1,2026-05-16,2026-05-16,False,,False,0,0
火锅,1,3,C市云栖火锅店,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,worker_ref_258802,worker_376248,女,22.0,本科,是,1,0,1,2026-05-23,2026-05-23,False,,False,0,0
火锅,1,3,C市云栖火锅店,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,worker_ref_796283,worker_407552,女,24.0,大专,是,1,1,0,2026-05-23,2026-05-23,False,,False,0,0
火锅,1,3,C市云栖火锅店,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,worker_ref_314651,worker_120643,男,20.0,本科,是,1,1,0,2026-05-23,2026-05-23,False,,False,0,0
火锅,1,3,C市云栖火锅店,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,worker_ref_335210,worker_095796,女,25.0,大专,是,1,1,0,2026-05-30,2026-05-30,False,,False,0,0
火锅,1,3,C市云栖火锅店,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,worker_ref_780564,worker_415741,女,24.0,本科,是,3,2,1,2026-05-10,2026-05-31,False,,False,0,0
火锅,1,3,C市云栖火锅店,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,worker_ref_960694,worker_095260,女,20.0,本科,是,1,0,1,2026-05-23,2026-05-23,False,,False,0,0
火锅,1,3,C市云栖火锅店,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,worker_ref_728426,worker_175509,女,19.0,大专,否,1,1,0,2026-05-15,2026-05-15,False,,False,0,0
火锅,1,3,C市云栖火锅店,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,worker_ref_672288,worker_729045,女,26.0,本科,是,5,5,0,2026-05-01,2026-05-05,True,False,False,0,0
火锅,1,3,C市云栖火锅店,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,worker_ref_556328,worker_801328,女,22.0,本科,是,4,2,2,2026-05-09,2026-05-29,False,,False,0,0
火锅,1,3,C市云栖火锅店,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,worker_ref_865600,worker_757447,男,19.0,中专/技校,是,1,1,0,2026-05-24,2026-05-24,False,,False,0,0
火锅,1,3,C市云栖火锅店,enterprise_ref_052074,合成运营主体_052074,store_ref_903801,C市,C市云栖火锅店,worker_ref_152263,worker_701532,女,37.0,未知,是,1,1,0,2026-05-29,2026-05-29,False,,False,0,0
火锅,1,4,D市锦澜火锅店,enterprise_ref_052074,合成运营主体_052074,store_ref_322392,D市,D市锦澜火锅店,worker_ref_879827,worker_747566,女,31.0,大专,是,2,2,0,2026-05-23,2026-05-24,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_735097,worker_888357,男,24.0,本科,是,3,3,0,2026-05-10,2026-05-12,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_674501,worker_448147,女,61.0,初中及以下,是,21,21,0,2026-05-01,2026-05-21,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_461736,worker_454511,男,23.0,本科,是,10,10,0,2026-05-01,2026-05-30,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_600325,worker_847400,男,36.0,中专/技校,是,8,8,0,2026-05-09,2026-05-31,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_640558,worker_959314,男,20.0,高中,是,4,4,0,2026-05-01,2026-05-04,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_058944,worker_093374,女,55.0,高中,是,29,29,0,2026-05-01,2026-05-30,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_094161,worker_062564,男,20.0,大专,是,2,2,0,2026-05-15,2026-05-16,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_485981,worker_730781,女,19.0,大专,是,7,7,0,2026-05-01,2026-05-10,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_796466,worker_026481,男,18.0,大专,是,3,3,0,2026-05-01,2026-05-03,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_008778,worker_582379,女,22.0,本科,是,5,5,0,2026-05-03,2026-05-24,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_300825,worker_350199,男,23.0,本科,是,1,1,0,2026-05-01,2026-05-01,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_564981,worker_979164,男,18.0,中专/技校,是,11,10,1,2026-05-19,2026-05-31,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_176830,worker_064113,男,17.0,高中,是,30,30,0,2026-05-01,2026-05-31,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_202173,worker_920787,男,18.0,大专,是,12,12,0,2026-05-01,2026-05-30,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_245445,worker_711717,男,16.0,中专/技校,是,13,13,0,2026-05-01,2026-05-30,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_640092,worker_643141,男,52.0,初中及以下,是,10,10,0,2026-05-01,2026-05-10,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_789627,worker_211714,男,17.0,初中及以下,是,25,25,0,2026-05-01,2026-05-30,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_083007,worker_535931,男,18.0,高中,是,1,1,0,2026-05-30,2026-05-30,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_604144,worker_421363,女,22.0,中专/技校,是,2,1,1,2026-05-01,2026-05-08,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_466716,worker_051755,男,21.0,大专,是,13,13,0,2026-05-01,2026-05-19,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_261139,worker_037356,男,20.0,大专,是,19,19,0,2026-05-01,2026-05-24,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_752516,worker_475453,女,51.0,初中及以下,是,14,14,0,2026-05-10,2026-05-31,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_974363,worker_838048,男,20.0,本科,是,16,16,0,2026-05-01,2026-05-30,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_524999,worker_913621,男,17.0,高中,是,5,5,0,2026-05-01,2026-05-05,False,,False,0,0
火锅,1,5,E市南棠火锅店,enterprise_ref_777598,合成运营主体_777598,store_ref_904163,E市,E市南棠火锅店,worker_ref_689650,worker_094453,女,24.0,大专,是,28,27,1,2026-05-02,2026-05-30,False,,False,0,0
